Sl No,REGISTERED DISTRICT,Registered PS,FIR No.,TRANSFERRED DISTRICT,Transferred PS,Re registered FIR No.,Reason for transferring FIR,Location,Latitude,Longitude
452,INDRAPURAM,GHAZIABAD,8073/2017,INDRAPURAM,,घटना स्थल थाना बवजय नगर का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
453,INDRAPURAM,GHAZIABAD,8186/2017,LINK ROAD,0475/2017,घटना क्षेत्र थाना मलंक रोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
454,INDRAPURAM,GHAZIABAD,8220/2017,SAHIBABAD,,घटना क्षेत्र थाना साहहबाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
455,INDRAPURAM,GHAZIABAD,8257/2017,SAHIBABAD,,घटना क्षेत्र थाना साहहबाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
456,KAVI NAGAR,GHAZIABAD,7017/2016,SIHANI GATE,1769/2016,"घटना स्थल थाना मसहानी गेट, गान्जयाबाि का होने के कारण ",,"KAVI NAGAR ,GHAZIABAD ",28.6673204,77.4500042
457,KAVI NAGAR,GHAZIABAD,7027/2017,VIJAY NAGAR,1144/2017,घटना स्थल थाना बवजयनगर गान्जयाबाि से सम्बन्न्धत होने के कारण,,"KAVI NAGAR ,GHAZIABAD ",28.6673204,77.4500042
458,KAVI NAGAR,GHAZIABAD,7032/2017,INDRAPURAM,0935/2017,घटना स्थल इन्न्िरापुरि थाना क्षेत्र का होने के कारण,,"KAVI NAGAR ,GHAZIABAD ",28.6673204,77.4500042
459,LINK ROAD,GHAZIABAD,7009/2016,INDRAPURAM,7027/2017,घटनास्थल इन्रापुरि का होने के कारण,,"LINK ROAD ,GHAZIABAD ",28.6551354,77.3277896
460,LINK ROAD,GHAZIABAD,0297/2017,MAHILA THANA,,िुकििा उपरोक्त िहेज एक्ट का होने के कारण,,"LINK ROAD ,GHAZIABAD ",28.6551354,77.3277896
461,LINK ROAD,GHAZIABAD,7031/2017,INDRAPURAM,1008/2017,घटनास्थल थाना इन्न्िरापुरि का होने के कारण,,"LINK ROAD ,GHAZIABAD ",28.6551354,77.3277896
462,LONI,GHAZIABAD,9996/2015,MAHILA THANA,,by mistakly loni sletct hona,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
463,LONI,GHAZIABAD,9997/2015,MAHILA THANA,,िहहला उ0मन0 का न होना,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
464,LONI,GHAZIABAD,9998/2015,MAHILA THANA,,िहहला उ0मन0 का न होना,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
465,LONI,GHAZIABAD,9999/2015,MAHILA THANA,0411/2015,िहहला उ0मन0 का न होना,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
466,LONI,GHAZIABAD,9984/2016,MAHILA THANA,0178/2016,िहहला से सम्बन्न्धत अपराध होने के कारण िुकििा अपराध संख्या मनल पर काटकर िहहला थाना स्थानान्तररत हकया गया,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
467,LONI,GHAZIABAD,9986/2016,MAHILA THANA,0216/2016,िहहला सम्बन्धी अपराध होने के कारण िुकििा अपराध संख्या मनल पर िहहला थाना गान्जयाबाि स्थानान्तररत हकया गया,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
468,LONI,GHAZIABAD,9990/2016,MAHILA THANA,0146/2016,िुकििा मनल पर हकता कर िहहला थाना स्थानान्तररत हकया गया,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
469,GRP GHAZIABAD,SHAHJAHANPUR,0994/2016,GRP SHAHJAHANPUR,,घटना स्थल शाहजहााँपुर होने के कारण स्थनान्तरण थाना जी0आर0पी0 शाहजहााँपुर,,"GRP GHAZIABAD ,SHAHJAHANPUR ",28.6691565,77.4537578
470,LONI,GHAZIABAD,0678/2017,SAHIBABAD,,घटनास्थल के आधार पर,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
471,LONI,GHAZIABAD,7022/2017,TRONICA CITY,,घटना स्थल थाना ट्रोमनका मसटी का है,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
472,LONI,GHAZIABAD,7037/2017,LONI BORDER,,घटना स्थल थाना लोनी बाडटर से सम्बन्न्धत है,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
473,LONI,GHAZIABAD,7039/2017,TRONICA CITY,,घटना स्थल थाना ट्रोमनका मसटी से सिा् ाबन्न्धत हैा।,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
474,LONI,GHAZIABAD,7043/2017,TRONICA CITY,,घटना स्थला थाना ट्रोमनका क्षेत्र िे है।,,"LONI ,GHAZIABAD ",28.7333526,77.2986264
475,MODI NAGAR,GHAZIABAD,7005/2017,INDRAPURAM,7274/2017,थाना इन्िारपुरि से सम्बन्न्धत,,"MODI NAGAR ,GHAZIABAD ",28.8344396,77.5698527
476,MODI NAGAR,GHAZIABAD,7041/2017,SIHANI GATE,0835/2017,उक्त एफआईआर िें घटना स्थल पुराना बस अड्डा है जो मसहानी गेट थाना के अन्तगतट आता है,,"MODI NAGAR ,GHAZIABAD ",28.8344396,77.5698527
477,MODI NAGAR,GHAZIABAD,7057/2017,SIHANI GATE,,E FIR NO7057/17 धारा 379 भािबव का घटना स्थल मसब्बनपुरा भीि राव अम्बेडकर स्कूल पटेल िागट थाना मसहानी गेट का है जो थाना मसहानी गेट के अन्तगतट आता है । अतःe FIR No 7057/17 धारा 379 भािबव का थाना मसहानी गेट भेजने की कृ पा करें ।,,"MODI NAGAR ,GHAZIABAD ",28.8344396,77.5698527
478,BHOJPUR,GHAZIABAD,0299/2016,MODI NAGAR,,धटनास्थल थाना क्षेत्र िोिीनगर का होना पाया गया,,"BHOJPUR ,GHAZIABAD ",28.8050495,77.6249734
479,SAHIBABAD,GHAZIABAD,0805/2015,MAHILA THANA,,िहहला सम्बन्धी अपराध का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
480,SAHIBABAD,GHAZIABAD,2044/2016,SIHANI GATE,0383/2017,घटना स्थल थाना मसहानी गेट क्षेत्र का होने के कारण,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
481,SAHIBABAD,GHAZIABAD,7011/2016,LINK ROAD,7011/2016,घटना स्थल का थाना मलंकरोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
482,SAHIBABAD,GHAZIABAD,7016/2016,GRP GHAZIABAD,,घटनास्थल थाना GRP गान्जयाबाि का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
483,SAHIBABAD,GHAZIABAD,7019/2016,LINK ROAD,7020/2016,घटनास्थल का थाना मलंक रोड का पाया जाना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
484,SAHIBABAD,GHAZIABAD,7020/2016,KAVI NAGAR,7007/2017,घटनास्थल का थाना कबव नगर क्षेत्र का होना पाया जाना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
485,SAHIBABAD,GHAZIABAD,1221/2017,LINK ROAD,0436/2017,घटनास्थल के आधार पर,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
486,SAHIBABAD,GHAZIABAD,7008/2017,LINK ROAD,7010/2017,घटनास्थल थाना मलंकरोड क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
487,SAHIBABAD,GHAZIABAD,7011/2017,LINK ROAD,7011/2017,घटनास्थल थाना मलंकरोड क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
488,SAHIBABAD,GHAZIABAD,7016/2017,LINK ROAD,7022/2017,घटना स्थल का होना थाना मलंक रोड का पाया गया,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
489,SAHIBABAD,GHAZIABAD,7017/2017,INDRAPURAM,1040/2017,घटना स्थल थाना इन्न्िरापुरि का पाया जाना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
490,SAHIBABAD,GHAZIABAD,7029/2017,LINK ROAD,7030/2017,घटनास्थल थाना मलंक रोड के क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
491,SAHIBABAD,GHAZIABAD,7030/2017,SIHANI GATE,0837/2017,घटनास्थल थाना मसहानीगेट के क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
492,SAHIBABAD,GHAZIABAD,7032/2017,LINK ROAD,7032/2017,घटनास्थल थाना मलंक रोड के क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
493,SAHIBABAD,GHAZIABAD,7036/2017,INDRAPURAM,7716/2017,घटनास्थल थाना इन्न्िरापुरि के क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
494,SAHIBABAD,GHAZIABAD,7037/2017,LINK ROAD,7037/2017,घटनास्थल का थाना मलंक रोड क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
495,SAHIBABAD,GHAZIABAD,7038/2017,LINK ROAD,7038/2017,घटनास्थल थाना मलंक रोड के क्षेत्र का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
496,SAHIBABAD,GHAZIABAD,7048/2017,LINK ROAD,7048/2017,घटनास्थल का थाना मलंक रोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
497,SAHIBABAD,GHAZIABAD,7051/2017,LINK ROAD,0379/2017,घटनास्थल थाना मलंक रोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
498,SAHIBABAD,GHAZIABAD,7057/2017,LINK ROAD,0470/2017,घटनास्थल थाना मलंक रोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
499,SAHIBABAD,GHAZIABAD,7058/2017,LINK ROAD,7058/2017,घटनास्थल थाना मलंक रोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
500,SAHIBABAD,GHAZIABAD,7059/2017,LINK ROAD,0469/2017,घटनास्थल थाना मलंक रोड का होना,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
501,SAHIBABAD,GHAZIABAD,7075/2017,LINK ROAD,7075/2017,घटना स्थल वहा का पाया गया,,"SAHIBABAD ,GHAZIABAD ",28.6620078,77.3366816
502,SIHANI GATE,GHAZIABAD,1771/2016,MAHILA THANA,,िहील सम्बन्धी अपराध होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
503,SIHANI GATE,GHAZIABAD,0379/2017,GHAZIABAD KOTWALI,,घटनास्थल थाना कोतवाली नगर गा0बाि का होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
504,SIHANI GATE,GHAZIABAD,7001/2017,GHAZIABAD KOTWALI,,घटनास्थल गा0बाि कोतवाली का है,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
505,SIHANI GATE,GHAZIABAD,7004/2017,SAHIBABAD,,घटनास्थल थाना साहहबाबाि का होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
506,SIHANI GATE,GHAZIABAD,7120/2017,INDRAPURAM,1041/2017,घटना स्थल थाना क्षेत्र इन्न्िरापुरि का होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
507,SIHANI GATE,GHAZIABAD,7171/2017,GHAZIABAD KOTWALI,,घटनास्थल थाना क्षेत्र कोतवाली नगर का होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
508,SIHANI GATE,GHAZIABAD,7183/2017,GHAZIABAD KOTWALI,,घटनास्थल थाना क्षेत्र कोतवाली नगर का होने के कारण,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
509,SIHANI GATE,GHAZIABAD,7231/2017,SAHIBABAD,,वािी से बाती की गयी तो घटनास्थल थाना साहहबाबाि का पाया गया।,,"SIHANI GATE ,GHAZIABAD ",28.6657015,77.4260905
510,VIJAY NAGAR,GHAZIABAD,1297/2015,VIJAY NAGAR,,क्षेत्रामधकारी िहोिय के आिेशानुसार,,"VIJAY NAGAR ,GHAZIABAD ",28.6461553,77.4241923
512,VIJAY NAGAR,GHAZIABAD,7008/2017,GHAZIABAD KOTWALI,,घटना स्थल अन्य थाना क्षेत्र होने के कारण,,"VIJAY NAGAR ,GHAZIABAD ",28.6461553,77.4241923
513,INDRAPURAM,GAUTAM BUDH NAGAR,0707/2015,NOIDA SECTOR-58,,घटना क्षेत्र सेक्टर 58 नोएडा का होने के कारण,,"INDRAPURAM ,GAUTAM BUDH NAGAR ",28.6460176,77.3695166
514,GRP GHAZIABAD,LUCKNOW,0996/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल रेलवे स्टेशन आलिनगर लखनऊ बाहृि क्षेत्र थाना GRP लखनऊ,,"GRP GHAZIABAD ,LUCKNOW ",26.8370894,80.9283773
516,DILDAR NAGAR,AGRA,0035/2013,SIKANDARA,,बववेचना व स्थान,,"DILDAR NAGAR ,AGRA ",27.1766701,78.0080745
517,DILDAR NAGAR,AGRA,0035/2015,SIKANDARA,,बववेचना व स्थान,,"DILDAR NAGAR ,AGRA ",27.1766701,78.0080745
518,BIRNO,GHAZIPUR,0015/2015,MARDAH,,हस्व आिेश श्रीिान CO कामसिाबाि के अमभयोग का घटना स्थल थाना िरिह होने के कारण हिनांक 26315 को स्थानान्तरण थाना िरिह िे र0न0ं 9 सिय 7.25 हि0 27515 को ि0ु अ0स0ं 245/15 पर लाया गया है।,,"BIRNO ,GHAZIPUR ",25.7020013,83.5398838
519,BAHARIYA BAD,GHAZIPUR,0802/2016,JANGI PUR,,िकद्दिें िें चोरी का घटनास्थल थाना जंगीपुर गाजीपुर से सम्बन्न्धत है,,"BAHARIYA BAD ,GHAZIPUR ",25.5877901,83.5783078
520,GRP GHAZIPUR,GHAZIABAD,0097/2017,GRP GHAZIABAD,,घटनास्थल जी0आऱ0पी0 गान्जयाबाि,,"GRP GHAZIPUR ,GHAZIABAD ",28.6261923,77.321772
521,DULLAHPUR,BALLIA,0174/2016,RASRA,,बववेचना थाना रसडा जनपि बमलया के ि0ु अ0स0ं 428/16 धारा 379 ipc बनाि अज्ञात िे सिाहहत व बववेचना स्थानान्तरण हिनांक 11/7/16 को हकया गया ।,,"DULLAHPUR ,BALLIA ",28.2006882,79.3651914
522,MOHAMMADABAD,GHAZIPUR,0548/2015,KOTWALI,,घटना कोतवाली क्षेत्र का है,,"MOHAMMADABAD ,GHAZIPUR ",25.6168488,83.7531127
523,SADAT,GHAZIPUR,0418/2015,SADAT,,बववेचक का नाि नही आने के कारण,,"SADAT ,GHAZIPUR ",25.6719892,83.3014319
524,SADAT,GHAZIPUR,0795/2016,SHADIABAD,,घटनास्थल थाना शाहियाबाि के अन्तगतट होने के कारण आिेशानुसार spिहोिय गाजीपुर के अनुपालन िे थाना शाहियाबाि को स्थानान्तररत हकया जाता है।,,"SADAT ,GHAZIPUR ",25.6719892,83.3014319
525,SAIDPUR,GHAZIPUR,0097/2013,KHANPUR,,TESTTESTTESTTESTTESTTEST,,"SAIDPUR ,GHAZIPUR ",25.5517971,83.1833851
526,KHANPUR,VARANASI,0015/2013,SIGRA,,मनस्तारण हेतु,,"KHANPUR ,VARANASI ",25.3851207,83.0562734
527,KHANPUR,VARANASI,0509/2014,CHAUBEPUR,,मनस्तारण हेतु,,"KHANPUR ,VARANASI ",25.3851207,83.0562734
528,DULLAHPUR,MAU,0052/2014,GRP MAU,,बववेचना GRP चौकी औहडहार थाना GRP िऊ के ि0ु अ0स0ं 149/15 धारा 379379/411 ipc िे सिाहहत है । न्जसके कारण िुकििा GRP िऊ स्थानान्तरण हकया जा चकु ा है ।,,"DULLAHPUR ,MAU ",25.8012642,83.4243305
529,DULLAHPUR,MAU,0050/2015,GRP MAU,,ि0ु अ0स0ं 50/15 धारा 41/411 ipc थाना िल्ु लहपुर का सम्बन्ध GRP चौकी औहडहार थाना GRP िऊ से है । न्जसके कारण िुकििा उपरोक्त थाना GRP िऊ स्थानान्तरण हिनांक 2/6/2015 को हकया ज ा च कु ा ह ै ।,,"DULLAHPUR ,MAU ",25.8012642,83.4243305
530,DULLAHPUR,VARANASI,0053/2015,CANTT,,रेलवे से सम्बन्न्धत,,"DULLAHPUR ,VARANASI ",25.3176452,82.9739144
532,GRP GONDA,JHANSI,1004/2016,GRP JHANSI,,घटना स्थल थाना क्षेत्र से बाहर होने के कारण,,"GRP GONDA ,JHANSI ",25.4484257,78.5684594
533,KOTWALI DEHAT,GONDA,0244/2017,KOTWALI NAGAR,0613/2017,घटना स्थल कोतवाली नगर िें पाये जाने के कारण,,"KOTWALI DEHAT ,GONDA ",27.127094,81.9664586
534,GRP GONDA,SITAPUR,1002/2016,GRP SITAPUR,,घटना स्थल थाना क्षेत्र से बाहर होने के कारण,,"GRP GONDA ,SITAPUR ",27.5680156,80.6789519
535,GRP GONDA,GORAKHPUR,0262/2017,GRP GORAKHPUR,,घटना स्थल थाना जी0आर0पी0 गोरखपुर क्षेत्र िें होने के कारण,,"GRP GONDA ,GORAKHPUR ",26.7605545,83.3731675
536,GRP GONDA,MORADABAD,0259/2017,GRP MORADABAD,,घटनास्थानथानाक्षेत्र जी0आर0पी0िुरािाबािहोनेकेकारण,,"GRP GONDA ,MORADABAD ",28.8386481,78.7733286
537,MANKAPUR,VARANASI,1003/2015,SIGRA,0065/2016,घटनास्थल थाना मसगरा जनपि वाराणसी के अन्तगतट है।,,"MANKAPUR ,VARANASI ",25.3176452,82.9739144
538,GRP GONDA,MAHRAJGANJ,0263/2017,GRP ANAND NAGAR,0486/2017,घटना स्थल थाना जी0आर0पी0 आनन्ि नगर क्षेत्र का होने के कारण,,"GRP GONDA ,MAHRAJGANJ ",27.1446035,83.5621737
539,GRP GONDA,LUCKNOW,0258/2017,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जी0आर0पी0 चारबाग लखनऊ क्षेत्र के होने के कारण,,"GRP GONDA ,LUCKNOW ",26.8466937,80.946166
541,GRP GORAKHPUR,BASTI,9925/2016,GRP BASTI,0508/2016,घटना स्थल थाना जीआरपी बस्ती का क्षेत्र होने के कारण,,"GRP GORAKHPUR ,BASTI ",26.7605545,83.3731675
542,GRP GORAKHPUR,BASTI,9969/2016,GRP BASTI,0130/2016,घटना स्थल थान जीआरपी बस्ती का पाया जाना,,"GRP GORAKHPUR ,BASTI ",26.7605545,83.3731675
543,GRP GORAKHPUR,BASTI,9994/2015,GRP BASTI,0518/2015,घटना स्थल थाना जी.आर.पी.बस्ती होने के कारण,,"GRP GORAKHPUR ,BASTI ",26.7605545,83.3731675
544,GRP GORAKHPUR,BASTI,9995/2015,GRP BASTI,,घटना स्थल थाना जी.आर.पी.बस्ती होने के कारण,,"GRP GORAKHPUR ,BASTI ",26.7605545,83.3731675
545,GRP GORAKHPUR,GONDA,9993/2015,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
546,GRP GORAKHPUR,GONDA,9998/2015,GRP GONDA,,घटना स्थल थाना जी.आर.पी.होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
547,GRP GORAKHPUR,GONDA,9911/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोंडा होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
548,GRP GORAKHPUR,GONDA,9912/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोंडा होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
549,GRP GORAKHPUR,GONDA,9920/2016,GRP GONDA,,घटना स्थल थाना जीआपरी गोंडा का होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
550,GRP GORAKHPUR,GONDA,9929/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोन्डा का क्षेत्र होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
551,GRP GORAKHPUR,GONDA,9932/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोंडा का पाया जाना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
552,GRP GORAKHPUR,GONDA,9946/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोंडा का होना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
553,GRP GORAKHPUR,GONDA,9961/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा का होना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
554,GRP GORAKHPUR,GONDA,9965/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा का पाया जाना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
555,GRP GORAKHPUR,GONDA,9968/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा का पाया जाना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
556,GRP GORAKHPUR,BASTI,9997/2016,GRP BASTI,0124/2016,घटना स्थल थाना जीआरपी बस्ती का होना,,"GRP GORAKHPUR ,BASTI ",26.7605545,83.3731675
557,GRP GORAKHPUR,GONDA,9973/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा का पाया जाना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
558,GRP GORAKHPUR,GONDA,9977/2016,GRP GONDA,,घटना स्थल वहि थाना क्षेत्र जीआरपी गोण्डा का पाया जाना,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
559,GRP GORAKHPUR,GONDA,9993/2016,GRP GONDA,,घटना स्थल थाना जीआरपी गोण्डा का होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
560,GRP GORAKHPUR,DEORIA,9978/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया का होना,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
561,GRP GORAKHPUR,DEORIA,9991/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया होने के कारण,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
562,GRP GORAKHPUR,DEORIA,9910/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया होने के कारण,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
563,GRP GORAKHPUR,DEORIA,9918/2016,GRP BHATNI,0307/2016,घटना स्थल थाना जीआरपी भटनी का पाया जाना,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
564,GRP GORAKHPUR,DEORIA,9924/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया होने के कारण,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
565,GRP GORAKHPUR,DEORIA,9964/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया का पाया जाना,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
566,GRP GORAKHPUR,DEORIA,9966/2016,GRP BHATNI,,घटना स्थल थाना जीआरपी भटनी का होना,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
567,GRP GORAKHPUR,DEORIA,9934/2016,GRP DEORIA,,घटना स्थल थाना जीआरपी िेवररया का पाया जाना,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
568,GRP GORAKHPUR,DEORIA,0000/2015,GRP BHATNI,,घटना स्थल थाना जी.आर.पी.भटनी होने के कारण,,"GRP GORAKHPUR ,DEORIA ",26.7605545,83.3731675
569,GRP GORAKHPUR,JHANSI,9933/2016,GRP JHANSI,,घटना स्थल थाना जीआरपी झांसी का पाया जाना,,"GRP GORAKHPUR ,JHANSI ",25.4484257,78.5684594
570,GRP GORAKHPUR,KANPUR CITY,9989/2015,GRP KANPUR,,घटनास्थलप्लेटफािटन06रेलवेस्टेशनकानपुरहोनेके कारण,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
571,GRP GORAKHPUR,KANPUR CITY,9996/2015,GRP KANPUR,,घटना स्थल थाना जी.आर.पी.कानपुर होने के कारण,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
572,GRP GORAKHPUR,KANPUR CITY,9974/2015,GRP KANPUR,,घटना स्थल के आधार पर,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
573,GRP GORAKHPUR,KANPUR CITY,8887/2015,GRP KANPUR,,घ ट न ा स् थ ल र े ल व े स् ट े श न क ा न प ु र प् ल े ट फ ि ट न 0ं 6 ह ो न े क े क ा र ण,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
574,GRP GORAKHPUR,KANPUR CITY,9950/2016,GRP KANPUR,,घटना स्थल थाना जीआरपी कानपुर का होना,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
575,GRP GORAKHPUR,KANPUR CITY,9951/2016,GRP KANPUR,,घटना स्थल थाना जीआरपी कानपुर का होना,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
576,GRP GORAKHPUR,KANPUR CITY,9956/2016,GRP KANPUR,,घटना स्थल थाना जीआरपी कानपुर का होना,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
577,GRP GORAKHPUR,KANPUR CITY,9998/2016,GRP KANPUR,,घटना स्थल थाना जीआरपी कानपुर का होना,,"GRP GORAKHPUR ,KANPUR CITY ",26.7605545,83.3731675
578,GRP GORAKHPUR,GHAZIABAD,9939/2016,GRP GHAZIABAD,,घटना स्थल थाना जीआरपी गान्जयाबाि का होना,,"GRP GORAKHPUR ,GHAZIABAD ",28.6691565,77.4537578
579,GRP GORAKHPUR,GHAZIABAD,9976/2016,GRP GHAZIABAD,,घटना स्थल वहि क्षेत्र थाना जीआरपी गान्जयाबाि का पाया जाना,,"GRP GORAKHPUR ,GHAZIABAD ",28.6691565,77.4537578
580,GRP GORAKHPUR,BALLIA,9926/2016,GRP BALLIYA,0183/2016,घटना स्थल थाना जीआरपी बमलया का क्षेत्र होने के कारण,,"GRP GORAKHPUR ,BALLIA ",26.7605545,83.3731675
582,GRP GORAKHPUR,BARABANKI,9999/2016,GRP BARABANKI,,घटना स्थल थाना जीआरपी वाराबंकी का होना,,"GRP GORAKHPUR ,BARABANKI ",26.7605545,83.3731675
583,GRP GORAKHPUR,ALLAHABAD,9931/2016,GRP ALLAHABAD,,घटना स्थल थाना जीआरपी इलाहाबाि का पाया जाना,,"GRP GORAKHPUR ,ALLAHABAD ",26.7605545,83.3731675
584,GRP GORAKHPUR,FATEHGARH,9917/2016,GRP FARRUKHABAD,,घटना स्थल थाना जीआरपी फरुटखाबाि होना,,"GRP GORAKHPUR ,FATEHGARH ",26.7605545,83.3731675
585,GRP GORAKHPUR,GONDA,9977/2015,GRP GONDA,,घटना स्थल थाना जीआरपी गोंडा होने के कारण,,"GRP GORAKHPUR ,GONDA ",26.7605545,83.3731675
586,GRP GORAKHPUR,SHAHJAHANPUR,9927/2016,GRP SHAHJAHANPUR,,घटना स्थल थाना जीआरपी शाहजहााँपुर का क्षेत्र होने के कारण,,"GRP GORAKHPUR ,SHAHJAHANPUR ",26.7605545,83.3731675
587,GRP GORAKHPUR,GORAKHPUR,9954/2016,KOTWALI,,घटना स्थल वहि क्षेत्र थाना कोतवाली गोरखपुर का होना,,"GRP GORAKHPUR ,GORAKHPUR ",26.7605545,83.3731675
588,GRP GORAKHPUR,SAHARANPUR,9913/2016,GRP SAHARANPUR,,घटना स्थल थाना जीआरपी सहारनपुर होने के कारण,,"GRP GORAKHPUR ,SAHARANPUR ",29.9680035,77.5552066
